Painting,HueSD_z,SaturationSD_z,Brightness_z,BrightnessSD_z,ColourComponent_z,Entropy_z,StraightEdgeDensity_z,NonStraightEdgeDensity_z,Horizontal_Symmetry_z,Vertical_Symmetry_z
44.jpg,0.7904334575708897,-0.3831983285487473,-1.1066789303828448,-0.37732347755648094,-0.7259584713199605,-1.0654397381687861,0.2554875502148548,-0.972660555558694,-0.7437167673054044,-0.9671026511687276
45.jpg,0.916349132348308,-1.6611857061488888,1.4360134545609429,-0.6540437402426431,1.1485911437799856,-0.07208502253317489,-1.7508960837205452,2.376307267868436,1.2267329717241777,1.37597239645028
46.jpg,0.4212294143849404,-1.2532890324516228,0.25704636269146264,-0.8750278513313935,0.8003207922222844,-0.1138261644450384,-1.346364561709049,1.6159789771203155,0.7720138011788898,1.116504354264282
47.jpg,-0.25731200830613715,-1.0836580103385003,-1.0701136364630595,0.7148958322974748,-0.015013362015390415,-0.6162856779111197,-0.9573981093217402,0.622809088107579,-2.227920139965225,0.07994263017779672
48.jpg,0.5319194882507853,0.26405703753445714,-1.011917683586387,0.18506714696649898,-2.6838760338353786,-1.707770384386233,-0.4675984879975818,-1.2661715151754223,-1.387599112797533,-0.9920010996613235
49.jpg,0.062801379574551,-1.0137619209092499,-0.6489114709211397,-0.11347078874794228,1.5395724381223361,0.6049500981020681,-0.5811427234383099,0.769360612945689,-0.31688703922022704,-0.36691899803141975
50.jpg,0.4606160606389548,-1.3455163462204147,1.16404076053018,0.02176880606577764,0.9188501055537212,0.28845271199605677,0.3966237007675062,-1.4231784291773102,0.9369252870299803,0.4324522430466522
51.jpg,-0.09738871552265264,-0.9727064042789458,0.7460769017036883,-0.8280385363109892,-0.12537336745193386,0.24586929410733577,-1.4362276830358103,2.2384444159660397,0.9733028206736034,0.6250876076998932
52.jpg,-1.5291588830740739,0.6149590323739554,1.3327557442994664,0.535276591995578,-0.24987995573605207,0.790915676064964,-1.3940619562299448,2.257646812998648,0.6483301867905715,0.9959434457738188
53.jpg,-0.9673932766527815,-0.7130055289633142,1.0961588696769418,0.24488109319722184,1.801213240013656,1.1772761076041194,-1.112888713298499,2.0716301317904966,0.8823589865645464,0.29092422003610774
54.jpg,-0.11119511000303808,0.016812163847511365,-0.6390276076951042,-0.39139973522779703,1.6161151092453931,0.08130375567476902,-0.2006518887916181,1.0912064763629268,-0.4757356027973811,-1.3038869281475216
55.jpg,0.9061460200711873,-1.26032840283659,2.277529779185054,-1.1196236583113224,0.657511456546096,-1.2155848878946174,0.253506493551136,-1.1721335042307452,1.498351889596563,1.3078292742600166
56.jpg,0.40700907746447595,-1.2455649646931481,-0.21952183364833233,0.7455257790326065,1.2858561578513952,0.3911369894492713,-0.5045903781533498,1.2819877775095259,-0.5339396566271782,0.3066495559261694
57.jpg,1.265143806841606,-0.6398039784395917,-0.3370591488839571,1.7784560500607276,0.32289638665239867,-0.4453638066432318,-0.7788992346225432,-0.39507561788467377,-0.21139219165371967,-0.875371525143375
